prompt1,prompt2,label
a blue car reading a book at the park during twilight,a azure car reading a book at the park during twilight,1
a silver laptop playing music in the garden in the rain,a blue car reading a book under a tree,0
a blue car flying in the sky in the forest,a glass window walking slowly in the city in the rain,0
a red bicycle reading a book near the river in the fog,a black cat reading a book on the beach under clear sky,0
a brown dog running in the park in the garden,a blue car cooking dinner in the city at dawn,0
a brown dog playing music on the mountain,"positioned on the mountain, a brown dog playing music",1
a black cat flying in the sky in the garden,a wooden chair walking slowly on the beach,0
a blue car climbing the mountain on the mountain,a wooden chair flying in the sky on the beach,0
a green tree flying in the sky under a tree,a glass window running in the park on the beach,0
a black cat flying in the sky by the lake,a black kitty flying in the sky by the lake,1
a blue car climbing the mountain in the forest,a red bicycle running in the park in the forest,0
a wooden chair sleeping on the couch by the lake,a brown dog playing music on the beach,0
a wooden chair swimming in the lake in the garden,a wooden chair swimming in the lake in the garden,1
a brown dog reading a book at the park,a black cat dancing happily under a tree in moonlight,0
a blue car walking slowly in the forest,a glass window dancing happily in the city during storm,0
a green tree sleeping on the couch at the park,a green tree climbing the mountain beside the road during sunset,0
a glass window walking slowly on the beach,a yellow flower swimming in the lake in the garden during storm,0
a silver laptop dancing happily at the park,a silver laptop dancing happily at the park,1
a black cat playing music beside the road,a black feline playing music beside the road,1
a black cat swimming in the lake at the park,a black kitty swimming in the lake at the park,1
a black cat reading a book under a tree,a glass window running in the park on the beach,0
a white house running in the park in the garden,a white house racing in the park in the garden,1
a green tree dancing happily under a tree,a jade tree dancing happily under a tree,1
a black cat sleeping on the couch by the lake,"positioned on the couch by the lake, a black cat sleeping",1
a black cat walking slowly near the river,a blue car climbing the mountain by the lake in the fog,0
a glass window flying in the sky on the beach,a glass window flying in the sky atop the beach,1
a glass window playing music on the beach in the snow,a glass window playing music upon the beach in the snow,1
a yellow flower dancing happily on the mountain at dawn,"positioned on the mountain at dawn, a yellow flower dancing happily",1
a green tree reading a book under a tree during storm,"beneath a tree during storm, a green tree reading a book",1
a black cat sleeping on the couch at the park during twilight,a black kitten sleeping atop the couch at the park during twilight,1
a yellow flower cooking dinner in the forest at dawn,a yellow flower cooking dinner in the forest at dawn,1
a green tree climbing the mountain at the park,a blue car reading a book on the mountain,0
a glass window climbing the mountain beside the road in the rain,a white house climbing the mountain in the forest,0
a silver laptop sleeping on the couch near the river,a yellow flower sleeping on the couch by the lake,0
a wooden chair cooking dinner in the forest during sunset,a silver laptop playing music near the river,0
a glass window playing music beside the road at dawn,a glass window playing music beside the road at dawn,1
a brown dog reading a book beside the road,a brown canine reading a book beside the road,1
a wooden chair sleeping on the couch in the city,a black cat walking slowly in the garden,0
a yellow flower swimming in the lake near the river under clear sky,a yellow flower walking slowly by the lake,0
a glass window reading a book in the garden,a silver laptop dancing happily near the river in the snow,0
a white house flying in the sky on the beach on a sunny day,a white home flying in the sky over the beach atop a sunny day,1
a blue car climbing the mountain on the mountain,a black cat running in the park in the garden,0
a red bicycle walking slowly beside the road,a silver laptop swimming in the lake in the forest in the fog,0
a green tree sleeping on the couch at the park,a white house walking slowly under a tree,0
